feature,target
moto_num632.png,2
moto_num684.png,2
moto_num697.png,2
plane_num579.png,1
moto_num380.png,2
plane_num483.png,1
car_num405.png,0
car_num185.png,0
car_num862.png,0
moto_num373.png,2
plane_num1490.png,1
car_num611.png,0
plane_num1959.png,1
car_num1391.png,0
plane_num1910.png,1
car_num763.png,0
plane_num1101.png,1
moto_num1889.png,2
car_num1543.png,0
plane_num1065.png,1
moto_num2017.png,2
plane_num1498.png,1
moto_num2377.png,2
plane_num1681.png,1
moto_num231.png,2
car_num303.png,0
plane_num963.png,1
moto_num484.png,2
plane_num1150.png,1
moto_num2425.png,2
car_num1657.png,0
car_num1331.png,0
moto_num1591.png,2
car_num1260.png,0
car_num451.png,0
plane_num1193.png,1
car_num1545.png,0
car_num950.png,0
moto_num2169.png,2
car_num1885.png,0
car_num1389.png,0
plane_num1401.png,1
plane_num1123.png,1
car_num383.png,0
plane_num468.png,1
moto_num566.png,2
moto_num641.png,2
car_num320.png,0
plane_num794.png,1
plane_num78.png,1
moto_num483.png,2
moto_num1018.png,2
moto_num1211.png,2
plane_num1884.png,1
car_num1994.png,0
plane_num1980.png,1
moto_num1194.png,2
plane_num958.png,1
moto_num780.png,2
moto_num195.png,2
car_num609.png,0
car_num1004.png,0
moto_num1805.png,2
plane_num1591.png,1
plane_num1828.png,1
moto_num2459.png,2
moto_num2084.png,2
plane_num698.png,1
car_num1646.png,0
plane_num1650.png,1
moto_num443.png,2
moto_num1339.png,2
car_num748.png,0
moto_num1430.png,2
moto_num1088.png,2
moto_num1888.png,2
moto_num1120.png,2
plane_num255.png,1
plane_num616.png,1
car_num1289.png,0
car_num693.png,0
moto_num1078.png,2
moto_num1890.png,2
moto_num2310.png,2
car_num873.png,0
plane_num587.png,1
plane_num1497.png,1
plane_num1658.png,1
car_num1991.png,0
car_num190.png,0
moto_num647.png,2
plane_num1964.png,1
car_num646.png,0
car_num1971.png,0
plane_num909.png,1
car_num415.png,0
plane_num1237.png,1
plane_num763.png,1
moto_num2391.png,2
car_num890.png,0
moto_num471.png,2
car_num1861.png,0
moto_num790.png,2
plane_num1304.png,1
moto_num773.png,2
moto_num1127.png,2
moto_num497.png,2
moto_num512.png,2
moto_num942.png,2
car_num400.png,0
car_num1223.png,0
moto_num1081.png,2
plane_num1994.png,1
car_num1276.png,0
car_num1961.png,0
moto_num2031.png,2
car_num574.png,0
plane_num1627.png,1
moto_num689.png,2
moto_num2222.png,2
plane_num1023.png,1
plane_num1106.png,1
car_num1720.png,0
moto_num870.png,2
moto_num1222.png,2
plane_num1102.png,1
moto_num1612.png,2
moto_num1936.png,2
plane_num396.png,1
car_num1667.png,0
car_num820.png,0
car_num889.png,0
moto_num725.png,2
car_num1301.png,0
car_num540.png,0
plane_num426.png,1
plane_num651.png,1
car_num164.png,0
car_num389.png,0
plane_num1278.png,1
car_num1835.png,0
car_num1053.png,0
car_num1700.png,0
car_num1138.png,0
moto_num2244.png,2
plane_num74.png,1
moto_num551.png,2
car_num728.png,0
moto_num1386.png,2
plane_num720.png,1
plane_num368.png,1
moto_num60.png,2
car_num256.png,0
moto_num1388.png,2
plane_num1811.png,1
moto_num642.png,2
car_num921.png,0
moto_num1952.png,2
moto_num1149.png,2
moto_num202.png,2
moto_num1679.png,2
moto_num1336.png,2
plane_num52.png,1
moto_num1771.png,2
car_num1673.png,0
moto_num239.png,2
moto_num1741.png,2
moto_num1375.png,2
plane_num109.png,1
moto_num703.png,2
plane_num841.png,1
plane_num1035.png,1
plane_num1625.png,1
plane_num1947.png,1
car_num167.png,0
moto_num2147.png,2
moto_num1849.png,2
moto_num1543.png,2
moto_num1202.png,2
moto_num885.png,2
car_num1640.png,0
car_num1246.png,0
car_num867.png,0
moto_num582.png,2
plane_num1196.png,1
moto_num1692.png,2
moto_num531.png,2
car_num1756.png,0
plane_num687.png,1
car_num1267.png,0
moto_num865.png,2
moto_num1752.png,2
plane_num1012.png,1
car_num815.png,0
moto_num1043.png,2
plane_num525.png,1
plane_num1493.png,1
car_num1406.png,0
moto_num1931.png,2
moto_num1756.png,2
car_num670.png,0
car_num724.png,0
plane_num248.png,1
plane_num1546.png,1
moto_num1118.png,2
car_num1796.png,0
plane_num622.png,1
car_num77.png,0
plane_num722.png,1
moto_num2006.png,2
car_num755.png,0
plane_num40.png,1
plane_num1168.png,1
car_num1001.png,0
car_num1000.png,0
moto_num1036.png,2
car_num1291.png,0
moto_num1713.png,2
car_num1981.png,0
car_num1005.png,0
moto_num734.png,2
moto_num408.png,2
plane_num1368.png,1
plane_num236.png,1
plane_num85.png,1
moto_num2108.png,2
plane_num670.png,1
car_num972.png,0
moto_num217.png,2
moto_num1837.png,2
plane_num462.png,1
car_num384.png,0
car_num289.png,0
plane_num221.png,1
plane_num558.png,1
car_num1054.png,0
car_num162.png,0
car_num810.png,0
car_num1469.png,0
moto_num1987.png,2
moto_num139.png,2
moto_num395.png,2
moto_num1037.png,2
moto_num538.png,2
moto_num2388.png,2
car_num811.png,0
car_num1644.png,0
moto_num2486.png,2
plane_num22.png,1
moto_num572.png,2
plane_num1476.png,1
plane_num414.png,1
moto_num141.png,2
car_num575.png,0
plane_num985.png,1
car_num221.png,0
moto_num1628.png,2
plane_num1080.png,1
moto_num133.png,2
moto_num891.png,2
plane_num1940.png,1
moto_num1252.png,2
plane_num1665.png,1
moto_num663.png,2
moto_num1615.png,2
plane_num379.png,1
moto_num173.png,2
moto_num17.png,2
moto_num1319.png,2
car_num166.png,0
plane_num1637.png,1
car_num1675.png,0
plane_num1158.png,1
plane_num1748.png,1
moto_num1468.png,2
moto_num812.png,2
car_num762.png,0
car_num660.png,0
car_num131.png,0
moto_num800.png,2
car_num492.png,0
moto_num1920.png,2
plane_num551.png,1
moto_num743.png,2
plane_num1560.png,1
moto_num1636.png,2
moto_num192.png,2
moto_num2251.png,2
moto_num2412.png,2
plane_num1197.png,1
plane_num102.png,1
plane_num209.png,1
moto_num1970.png,2
car_num836.png,0
plane_num608.png,1
moto_num574.png,2
moto_num1348.png,2
moto_num347.png,2
plane_num1022.png,1
moto_num832.png,2
plane_num420.png,1
moto_num847.png,2
car_num1229.png,0
moto_num934.png,2
car_num1307.png,0
plane_num752.png,1
moto_num1501.png,2
car_num1396.png,0
plane_num1492.png,1
moto_num453.png,2
car_num1684.png,0
plane_num34.png,1
car_num459.png,0
moto_num1300.png,2
plane_num1442.png,1
moto_num1916.png,2
moto_num833.png,2
moto_num451.png,2
plane_num1845.png,1
moto_num1642.png,2
car_num812.png,0
moto_num425.png,2
car_num731.png,0
moto_num1626.png,2
plane_num138.png,1
moto_num1323.png,2
plane_num42.png,1
moto_num246.png,2
moto_num1673.png,2
moto_num2228.png,2
plane_num1732.png,1
moto_num2468.png,2
plane_num319.png,1
plane_num1464.png,1
car_num1306.png,0
car_num1771.png,0
plane_num428.png,1
car_num1028.png,0
car_num1661.png,0
car_num187.png,0
car_num1693.png,0
plane_num598.png,1
moto_num1327.png,2
car_num1222.png,0
moto_num1767.png,2
plane_num1147.png,1
plane_num431.png,1
moto_num1341.png,2
plane_num1850.png,1
plane_num183.png,1
moto_num2275.png,2
plane_num271.png,1
moto_num881.png,2
moto_num109.png,2
moto_num1759.png,2
plane_num1829.png,1
plane_num132.png,1
plane_num436.png,1
car_num690.png,0
moto_num2259.png,2
moto_num1428.png,2
car_num1370.png,0
car_num1007.png,0
moto_num1708.png,2
car_num112.png,0
moto_num1955.png,2
car_num468.png,0
car_num832.png,0
plane_num952.png,1
plane_num254.png,1
plane_num1269.png,1
moto_num600.png,2
moto_num607.png,2
moto_num1820.png,2
plane_num1083.png,1
plane_num1068.png,1
plane_num1103.png,1
car_num892.png,0
car_num1526.png,0
moto_num2231.png,2
moto_num1838.png,2
plane_num564.png,1
plane_num1343.png,1
plane_num645.png,1
plane_num1952.png,1
car_num1016.png,0
moto_num1282.png,2
moto_num450.png,2
plane_num501.png,1
car_num783.png,0
plane_num1246.png,1
car_num1600.png,0
car_num84.png,0
moto_num990.png,2
plane_num764.png,1
plane_num1134.png,1
moto_num1938.png,2
moto_num243.png,2
moto_num1061.png,2
plane_num105.png,1
plane_num1729.png,1
moto_num459.png,2
car_num872.png,0
car_num1933.png,0
plane_num456.png,1
plane_num1571.png,1
moto_num2492.png,2
plane_num928.png,1
car_num423.png,0
moto_num230.png,2
car_num157.png,0
plane_num160.png,1
car_num1238.png,0
car_num1045.png,0
car_num2.png,0
car_num1048.png,0
car_num1497.png,0
plane_num919.png,1
moto_num2289.png,2
moto_num2215.png,2
moto_num737.png,2
plane_num1176.png,1
moto_num1811.png,2
car_num1895.png,0
plane_num1631.png,1
plane_num419.png,1
plane_num1554.png,1
moto_num120.png,2
car_num1686.png,0
moto_num1344.png,2
plane_num1000.png,1
plane_num340.png,1
moto_num278.png,2
moto_num1330.png,2
plane_num1661.png,1
plane_num1755.png,1
plane_num1404.png,1
car_num1907.png,0
plane_num1452.png,1
moto_num89.png,2
plane_num1462.png,1
plane_num1472.png,1
moto_num1750.png,2
moto_num1693.png,2
car_num1.png,0
moto_num1193.png,2
car_num698.png,0
car_num130.png,0
plane_num230.png,1
car_num858.png,0
plane_num1394.png,1
moto_num1721.png,2
moto_num966.png,2
car_num588.png,0
moto_num375.png,2
plane_num21.png,1
plane_num1791.png,1
plane_num24.png,1
car_num573.png,0
car_num999.png,0
plane_num956.png,1
car_num1581.png,0
car_num149.png,0
moto_num1715.png,2
plane_num876.png,1
car_num1199.png,0
plane_num1690.png,1
car_num1664.png,0
plane_num728.png,1
moto_num2439.png,2
plane_num1685.png,1
plane_num314.png,1
moto_num2025.png,2
plane_num1738.png,1
car_num1707.png,0
car_num457.png,0
car_num270.png,0
plane_num1227.png,1
car_num290.png,0
plane_num304.png,1
car_num1012.png,0
car_num787.png,0
moto_num2347.png,2
plane_num1922.png,1
plane_num1096.png,1
car_num688.png,0
plane_num1291.png,1
plane_num442.png,1
car_num1726.png,0
moto_num417.png,2
moto_num2416.png,2
moto_num211.png,2
car_num1086.png,0
car_num1139.png,0
moto_num200.png,2
moto_num1630.png,2
plane_num239.png,1
car_num272.png,0
moto_num1454.png,2
car_num671.png,0
car_num285.png,0
moto_num1898.png,2
car_num1984.png,0
moto_num247.png,2
car_num940.png,0
car_num861.png,0
car_num1829.png,0
moto_num1157.png,2
moto_num1568.png,2
plane_num1629.png,1
moto_num2127.png,2
moto_num961.png,2
plane_num1511.png,1
moto_num724.png,2
car_num448.png,0
